"id","imei","commandId","timestamp","latitude","longitude","recordIndex","timestampExtension","recordExtension","priority","altitude","angle","satellites","speed","hdop","eventId","punto","ioElements","processedAt","createdAt","updatedAt"
11,"868018070237402",68,"2025-06-25 00:57:02+00","-16.4102566","-71.5308833",0,0,0,0,"2345.5","134.8",16,0,"0.8",7,"0101000020E610000086DFF2FDF9E151C0D9F79793066930C0","{""1"":{},""2"":{},""4"":{},""8"":{}}","2025-06-25 00:57:19.187+00","2025-06-25 00:57:19.188+00","2025-06-25 00:57:19.188+00"
12,"868018070237402",68,"2025-06-25 00:58:02+00","-16.4102433","-71.5308850",0,0,0,0,"2346.6","81.9",15,0,"0.7",7,"0101000020E6100000F73B1405FAE151C033E774B4056930C0","{""1"":{},""2"":{},""4"":{},""8"":{}}","2025-06-25 00:58:22.31+00","2025-06-25 00:58:22.31+00","2025-06-25 00:58:22.31+00"
13,"868018070237402",68,"2025-06-25 00:59:02+00","-16.4102333","-71.5309016",0,0,0,0,"2348.5","81.9",15,0,"0.8",7,"0101000020E61000003959B44AFAE151C0EC3AAF0C056930C0","{""1"":{},""2"":{},""4"":{},""8"":{}}","2025-06-25 00:59:25.783+00","2025-06-25 00:59:25.783+00","2025-06-25 00:59:25.783+00"
14,"868018070237402",68,"2025-06-25 01:00:02+00","-16.4102566","-71.5308966",0,0,0,0,"2349.5","96.4",17,0,"0.8",7,"0101000020E6100000B0A3BB35FAE151C0D9F79793066930C0","{""1"":{},""2"":{},""4"":{},""8"":{}}","2025-06-25 01:00:29.007+00","2025-06-25 01:00:29.007+00","2025-06-25 01:00:29.007+00"
15,"868018070237402",68,"2025-06-25 01:01:02+00","-16.4102783","-71.5308850",0,0,0,0,"2351.2","185.8",17,0,"0.8",7,"0101000020E6100000F73B1405FAE151C02CC2A8FF076930C0","{""1"":{},""2"":{},""4"":{},""8"":{}}","2025-06-25 01:01:32.457+00","2025-06-25 01:01:32.457+00","2025-06-25 01:01:32.457+00"
16,"868018070237402",68,"2025-06-25 01:02:02+00","-16.4102716","-71.5308716",0,0,0,0,"2350.2","199.1",16,0,"0.8",7,"0101000020E61000000318E0CCF9E151C0447A408F076930C0","{""1"":{},""2"":{},""4"":{},""8"":{}}","2025-06-25 01:02:35.613+00","2025-06-25 01:02:35.613+00","2025-06-25 01:02:35.613+00"
17,"868018070237402",68,"2025-06-25 01:03:02+00","-16.4102566","-71.5308683",0,0,0,0,"2349.2","199.1",17,0,"0.9",7,"0101000020E6100000EBBE08BFF9E151C0D9F79793066930C0","{""1"":{},""2"":{},""4"":{},""8"":{}}","2025-06-25 01:03:39.143+00","2025-06-25 01:03:39.143+00","2025-06-25 01:03:39.143+00"
18,"868018070237402",68,"2025-06-25 01:04:02+00","-16.4102483","-71.5308683",0,0,0,0,"2348.4","199.1",17,0,"0.9",7,"0101000020E6100000EBBE08BFF9E151C056BD5708066930C0","{""1"":{},""2"":{},""4"":{},""8"":{}}","2025-06-25 01:04:44.34+00","2025-06-25 01:04:44.34+00","2025-06-25 01:04:44.34+00"
19,"868018070237402",68,"2025-06-25 01:05:02+00","-16.4102383","-71.5309500",0,0,0,0,"2356.2","16.8",12,0,"0.8",7,"0101000020E6100000EB73B515FBE151C00F119260056930C0","{""1"":{},""2"":{},""4"":{},""8"":{}}","2025-06-25 01:05:47.562+00","2025-06-25 01:05:47.563+00","2025-06-25 01:05:47.563+00"
20,"868018070237402",68,"2025-06-25 01:06:02+00","-16.4102500","-71.5308733",0,0,0,0,"2359.4","141.5",11,0,"0.9",7,"0101000020E6100000747401D4F9E151C01B2FDD24066930C0","{""1"":{},""2"":{},""4"":{},""8"":{}}","2025-06-25 01:06:50.722+00","2025-06-25 01:06:50.722+00","2025-06-25 01:06:50.722+00"
21,"868018070237402",68,"2025-06-25 01:07:02+00","-16.4102566","-71.5309116",0,0,0,0,"2329.8","137.4",10,0,"1.0",7,"0101000020E61000004AC4A574FAE151C0D9F79793066930C0","{""1"":{},""2"":{},""4"":{},""8"":{}}","2025-06-25 01:07:54.214+00","2025-06-25 01:07:54.214+00","2025-06-25 01:07:54.214+00"
22,"868018070237402",68,"2025-06-25 01:08:02+00","-16.4102866","-71.5308583",0,0,0,0,"2341.7","41.3",11,1,"0.9",7,"0101000020E6100000DA531795F9E151C0AEFCE88A086930C0","{""1"":{},""2"":{},""4"":{},""8"":{}}","2025-06-25 01:08:57.432+00","2025-06-25 01:08:57.432+00","2025-06-25 01:08:57.432+00"
23,"868018070237402",68,"2025-06-25 01:09:02+00","-16.4102450","-71.5309383",0,0,0,0,"2354.1","259.9",16,0,"1.0",7,"0101000020E610000068ACA2E4FAE151C0F758FAD0056930C0","{""1"":{},""2"":{},""4"":{},""8"":{}}","2025-06-25 01:09:02.82+00","2025-06-25 01:09:02.82+00","2025-06-25 01:09:02.82+00"
24,"868018070237402",68,"2025-06-25 01:10:02+00","-16.4102666","-71.5309000",0,0,0,0,"2348.4","13.4",17,0,"0.7",7,"0101000020E6100000925CFE43FAE151C020A45D3B076930C0","{""1"":{},""2"":{},""4"":{},""8"":{}}","2025-06-25 01:11:04.216+00","2025-06-25 01:11:04.216+00","2025-06-25 01:11:04.216+00"
25,"868018070237402",68,"2025-06-25 01:11:02+00","-16.4102366","-71.5309133",1,0,0,0,"2347.1","82.1",19,0,"0.7",7,"0101000020E6100000BB20C77BFAE151C04B9F0C44056930C0","{""1"":{},""2"":{},""4"":{},""8"":{}}","2025-06-25 01:11:04.248+00","2025-06-25 01:11:04.248+00","2025-06-25 01:11:04.248+00"
26,"868018070237402",68,"2025-06-25 01:12:02+00","-16.4102666","-71.5309266",0,0,0,0,"2346.3","4.3",20,0,"0.6",7,"0101000020E6100000E5E48FB3FAE151C020A45D3B076930C0","{""1"":{},""2"":{},""4"":{},""8"":{}}","2025-06-25 01:13:14.491+00","2025-06-25 01:13:14.492+00","2025-06-25 01:13:14.492+00"
27,"868018070237402",68,"2025-06-25 01:13:02+00","-16.4102533","-71.5309533",1,0,0,0,"2347.3","325.3",21,0,"0.7",7,"0101000020E610000002CD8C23FBE151C07A933A5C066930C0","{""1"":{},""2"":{},""4"":{},""8"":{}}","2025-06-25 01:13:14.531+00","2025-06-25 01:13:14.531+00","2025-06-25 01:13:14.531+00"
28,"868018070237402",68,"2025-06-25 01:14:02+00","-16.4102783","-71.5309083",0,0,0,0,"2351.9","105.0",19,0,"0.7",7,"0101000020E6100000326BCE66FAE151C02CC2A8FF076930C0","{""1"":{},""2"":{},""4"":{},""8"":{}}","2025-06-25 01:14:17.094+00","2025-06-25 01:14:17.094+00","2025-06-25 01:14:17.094+00"
29,"868018070237402",68,"2025-06-25 01:15:02+00","-16.4102600","-71.5309100",0,0,0,0,"2345.1","235.5",21,0,"0.7",7,"0101000020E6100000A4C7EF6DFAE151C062DBA2CC066930C0","{""1"":{},""2"":{},""4"":{},""8"":{}}","2025-06-25 01:15:20.194+00","2025-06-25 01:15:20.194+00","2025-06-25 01:15:20.194+00"
30,"868018070237402",68,"2025-06-25 01:16:02+00","-16.4102566","-71.5308683",0,0,0,0,"2346.0","258.9",22,0,"0.6",7,"0101000020E6100000EBBE08BFF9E151C0D9F79793066930C0","{""1"":{},""2"":{},""4"":{},""8"":{}}","2025-06-25 01:16:23.71+00","2025-06-25 01:16:23.71+00","2025-06-25 01:16:23.71+00"
31,"868018070237402",68,"2025-06-25 01:17:02+00","-16.4102166","-71.5308783",0,0,0,0,"2346.3","98.2",21,0,"0.6",7,"0101000020E6100000FD29FAE8F9E151C0BC4681F4036930C0","{""1"":{},""2"":{},""4"":{},""8"":{}}","2025-06-25 01:17:26.842+00","2025-06-25 01:17:26.842+00","2025-06-25 01:17:26.842+00"
32,"868018070237402",68,"2025-06-25 01:18:02+00","-16.4102516","-71.5309033",0,0,0,0,"2343.6","96.1",22,0,"0.8",7,"0101000020E6100000AAB5D551FAE151C0B521B53F066930C0","{""1"":{},""2"":{},""4"":{},""8"":{}}","2025-06-25 01:18:30.274+00","2025-06-25 01:18:30.274+00","2025-06-25 01:18:30.274+00"
33,"868018070237402",68,"2025-06-25 01:19:02+00","-16.4102316","-71.5309066",0,0,0,0,"2344.3","352.9",23,0,"0.7",7,"0101000020E6100000C10EAD5FFAE151C027C929F0046930C0","{""1"":{},""2"":{},""4"":{},""8"":{}}","2025-06-25 01:19:33.477+00","2025-06-25 01:19:33.478+00","2025-06-25 01:19:33.478+00"
34,"868018070237402",68,"2025-06-25 01:20:02+00","-16.4102600","-71.5309216",0,0,0,0,"2349.1","318.3",21,0,"0.6",7,"0101000020E61000005C2F979EFAE151C062DBA2CC066930C0","{""1"":{},""2"":{},""4"":{},""8"":{}}","2025-06-25 01:20:36.946+00","2025-06-25 01:20:36.946+00","2025-06-25 01:20:36.946+00"
35,"868018070237402",68,"2025-06-25 01:21:02+00","-16.4102650","-71.5309183",0,0,0,0,"2350.1","261.0",22,0,"0.6",7,"0101000020E610000044D6BF90FAE151C085B18520076930C0","{""1"":{},""2"":{},""4"":{},""8"":{}}","2025-06-25 01:21:40.104+00","2025-06-25 01:21:40.104+00","2025-06-25 01:21:40.104+00"
36,"868018070237402",68,"2025-06-25 01:22:02+00","-16.4102200","-71.5309133",0,0,0,0,"2350.9","293.7",21,0,"0.8",7,"0101000020E6100000BB20C77BFAE151C0452A8C2D046930C0","{""1"":{},""2"":{},""4"":{},""8"":{}}","2025-06-25 01:22:43.525+00","2025-06-25 01:22:43.525+00","2025-06-25 01:22:43.525+00"
37,"868018070237402",68,"2025-06-25 01:23:02+00","-16.4102766","-71.5309133",0,0,0,0,"2354.8","331.8",23,0,"0.7",7,"0101000020E6100000BB20C77BFAE151C0675023E3076930C0","{""1"":{},""2"":{},""4"":{},""8"":{}}","2025-06-25 01:23:46.628+00","2025-06-25 01:23:46.628+00","2025-06-25 01:23:46.628+00"
38,"868018070237402",68,"2025-06-25 01:24:02+00","-16.4102500","-71.5308983",0,0,0,0,"2350.0","32.7",19,0,"0.7",7,"0101000020E61000002100DD3CFAE151C01B2FDD24066930C0","{""1"":{},""2"":{},""4"":{},""8"":{}}","2025-06-25 01:24:51.895+00","2025-06-25 01:24:51.895+00","2025-06-25 01:24:51.895+00"
39,"868018070237402",68,"2025-06-25 01:24:37+00","-16.4102800","-71.5308800",1,0,0,0,"2343.2","144.1",9,5,"1.1",9,"0101000020E61000006E861BF0F9E151C0F0332E1C086930C0","{""1"":{},""2"":{},""4"":{},""8"":{}}","2025-06-25 01:24:51.93+00","2025-06-25 01:24:51.931+00","2025-06-25 01:24:51.931+00"
40,"868018070237402",68,"2025-06-25 01:25:37+00","-16.4102316","-71.5308900",0,0,0,0,"2362.2","45.2",14,0,"0.7",7,"0101000020E610000080F10C1AFAE151C027C929F0046930C0","{""1"":{},""2"":{},""4"":{},""8"":{}}","2025-06-25 02:17:22.504+00","2025-06-25 02:17:22.505+00","2025-06-25 02:17:22.505+00"
41,"868018070237402",68,"2025-06-25 01:26:37+00","-16.4102250","-71.5309000",1,0,0,0,"2349.5","331.6",12,0,"0.9",7,"0101000020E6100000925CFE43FAE151C069006F81046930C0","{""1"":{},""2"":{},""4"":{},""8"":{}}","2025-06-25 02:17:22.548+00","2025-06-25 02:17:22.548+00","2025-06-25 02:17:22.548+00"
42,"868018070237402",68,"2025-06-25 01:27:37+00","-16.4102450","-71.5308916",2,0,0,0,"2351.2","186.7",11,0,"0.9",7,"0101000020E610000027EEC220FAE151C0F758FAD0056930C0","{""1"":{},""2"":{},""4"":{},""8"":{}}","2025-06-25 02:17:22.553+00","2025-06-25 02:17:22.554+00","2025-06-25 02:17:22.554+00"
43,"868018070237402",68,"2025-06-25 01:28:37+00","-16.4102566","-71.5309066",3,0,0,0,"2354.0","86.7",9,0,"1.1",7,"0101000020E6100000C10EAD5FFAE151C0D9F79793066930C0","{""1"":{},""2"":{},""4"":{},""8"":{}}","2025-06-25 02:17:22.56+00","2025-06-25 02:17:22.56+00","2025-06-25 02:17:22.56+00"
44,"868018070237402",68,"2025-06-25 01:29:37+00","-16.4102683","-71.5309066",4,0,0,0,"2348.0","34.1",12,0,"1.0",7,"0101000020E6100000C10EAD5FFAE151C0E415E357076930C0","{""1"":{},""2"":{},""4"":{},""8"":{}}","2025-06-25 02:17:22.569+00","2025-06-25 02:17:22.569+00","2025-06-25 02:17:22.569+00"
45,"868018070237402",68,"2025-06-25 01:30:03+00","-16.4102600","-71.5308900",5,0,0,0,"2348.4","287.8",11,6,"1.0",9,"0101000020E610000080F10C1AFAE151C062DBA2CC066930C0","{""1"":{},""2"":{},""4"":{},""8"":{}}","2025-06-25 02:17:22.576+00","2025-06-25 02:17:22.576+00","2025-06-25 02:17:22.576+00"
46,"868018070237402",68,"2025-06-25 01:31:03+00","-16.4102100","-71.5309233",6,0,0,0,"2370.1","322.5",20,0,"0.8",7,"0101000020E6100000CD8BB8A5FAE151C0FE7DC685036930C0","{""1"":{},""2"":{},""4"":{},""8"":{}}","2025-06-25 02:17:22.58+00","2025-06-25 02:17:22.58+00","2025-06-25 02:17:22.58+00"
47,"868018070237402",68,"2025-06-25 01:32:03+00","-16.4102583","-71.5308900",7,0,0,0,"2357.6","23.6",19,0,"0.6",7,"0101000020E610000080F10C1AFAE151C09D691DB0066930C0","{""1"":{},""2"":{},""4"":{},""8"":{}}","2025-06-25 02:17:22.584+00","2025-06-25 02:17:22.584+00","2025-06-25 02:17:22.584+00"
48,"868018070237402",68,"2025-06-25 01:33:03+00","-16.4102766","-71.5309000",8,0,0,0,"2355.7","358.4",19,0,"0.6",7,"0101000020E6100000925CFE43FAE151C0675023E3076930C0","{""1"":{},""2"":{},""4"":{},""8"":{}}","2025-06-25 02:17:22.588+00","2025-06-25 02:17:22.588+00","2025-06-25 02:17:22.588+00"
49,"868018070237402",68,"2025-06-25 01:34:03+00","-16.4103016","-71.5309166",9,0,0,0,"2352.5","66.0",16,0,"0.9",7,"0101000020E6100000D3799E89FAE151C0197F9186096930C0","{""1"":{},""2"":{},""4"":{},""8"":{}}","2025-06-25 02:17:22.592+00","2025-06-25 02:17:22.592+00","2025-06-25 02:17:22.592+00"
50,"868018070237402",68,"2025-06-25 01:35:03+00","-16.4102683","-71.5308933",10,0,0,0,"2351.2","231.0",18,0,"0.6",7,"0101000020E6100000984AE427FAE151C0E415E357076930C0","{""1"":{},""2"":{},""4"":{},""8"":{}}","2025-06-25 02:17:22.597+00","2025-06-25 02:17:22.597+00","2025-06-25 02:17:22.597+00"
51,"868018070237402",68,"2025-06-25 01:36:03+00","-16.4102616","-71.5309000",11,0,0,0,"2349.2","146.9",18,0,"0.9",7,"0101000020E6100000925CFE43FAE151C0FCCD7AE7066930C0","{""1"":{},""2"":{},""4"":{},""8"":{}}","2025-06-25 02:17:22.601+00","2025-06-25 02:17:22.602+00","2025-06-25 02:17:22.602+00"
52,"868018070237402",68,"2025-06-25 01:37:03+00","-16.4102850","-71.5309050",12,0,0,0,"2347.3","94.0",18,0,"0.6",7,"0101000020E61000001B12F758FAE151C0130A1170086930C0","{""1"":{},""2"":{},""4"":{},""8"":{}}","2025-06-25 02:17:22.606+00","2025-06-25 02:17:22.606+00","2025-06-25 02:17:22.606+00"
53,"868018070237402",68,"2025-06-25 01:38:03+00","-16.4102733","-71.5309066",13,0,0,0,"2349.7","302.7",19,0,"0.7",7,"0101000020E6100000C10EAD5FFAE151C008ECC5AB076930C0","{""1"":{},""2"":{},""4"":{},""8"":{}}","2025-06-25 02:17:22.61+00","2025-06-25 02:17:22.61+00","2025-06-25 02:17:22.61+00"
54,"868018070237402",68,"2025-06-25 01:39:03+00","-16.4102450","-71.5309200",14,0,0,0,"2348.3","320.2",18,0,"0.8",7,"0101000020E6100000B532E197FAE151C0F758FAD0056930C0","{""1"":{},""2"":{},""4"":{},""8"":{}}","2025-06-25 02:17:22.613+00","2025-06-25 02:17:22.613+00","2025-06-25 02:17:22.613+00"
55,"868018070237402",68,"2025-06-25 01:40:03+00","-16.4102516","-71.5309066",15,0,0,0,"2347.9","19.7",18,0,"0.7",7,"0101000020E6100000C10EAD5FFAE151C0B521B53F066930C0","{""1"":{},""2"":{},""4"":{},""8"":{}}","2025-06-25 02:17:22.617+00","2025-06-25 02:17:22.617+00","2025-06-25 02:17:22.617+00"
56,"868018070237402",68,"2025-06-25 01:41:03+00","-16.4102483","-71.5309016",16,0,0,0,"2343.7","208.4",19,0,"0.7",7,"0101000020E61000003959B44AFAE151C056BD5708066930C0","{""1"":{},""2"":{},""4"":{},""8"":{}}","2025-06-25 02:17:22.62+00","2025-06-25 02:17:22.62+00","2025-06-25 02:17:22.62+00"
57,"868018070237402",68,"2025-06-25 01:42:03+00","-16.4102566","-71.5308983",17,0,0,0,"2340.8","64.5",18,0,"0.7",7,"0101000020E61000002100DD3CFAE151C0D9F79793066930C0","{""1"":{},""2"":{},""4"":{},""8"":{}}","2025-06-25 02:17:22.624+00","2025-06-25 02:17:22.624+00","2025-06-25 02:17:22.624+00"
58,"868018070237402",68,"2025-06-25 01:43:03+00","-16.4102933","-71.5308900",18,0,0,0,"2341.9","210.7",16,0,"0.8",7,"0101000020E610000080F10C1AFAE151C0964451FB086930C0","{""1"":{},""2"":{},""4"":{},""8"":{}}","2025-06-25 02:17:22.628+00","2025-06-25 02:17:22.628+00","2025-06-25 02:17:22.628+00"
59,"868018070237402",68,"2025-06-25 01:44:03+00","-16.4102516","-71.5308916",19,0,0,0,"2341.3","52.3",17,0,"0.6",7,"0101000020E610000027EEC220FAE151C0B521B53F066930C0","{""1"":{},""2"":{},""4"":{},""8"":{}}","2025-06-25 02:17:22.631+00","2025-06-25 02:17:22.631+00","2025-06-25 02:17:22.631+00"
60,"868018070237402",68,"2025-06-25 01:45:03+00","-16.4102816","-71.5309050",20,0,0,0,"2346.8","235.0",15,0,"0.8",7,"0101000020E61000001B12F758FAE151C08B260637086930C0","{""1"":{},""2"":{},""4"":{},""8"":{}}","2025-06-25 02:17:22.634+00","2025-06-25 02:17:22.634+00","2025-06-25 02:17:22.634+00"
61,"868018070237402",68,"2025-06-25 01:46:03+00","-16.4102850","-71.5309116",21,0,0,0,"2345.5","265.3",18,0,"0.7",7,"0101000020E61000004AC4A574FAE151C0130A1170086930C0","{""1"":{},""2"":{},""4"":{},""8"":{}}","2025-06-25 02:17:22.639+00","2025-06-25 02:17:22.639+00","2025-06-25 02:17:22.639+00"
62,"868018070237402",68,"2025-06-25 01:47:03+00","-16.4102783","-71.5309283",22,0,0,0,"2347.5","231.1",19,0,"0.7",7,"0101000020E61000005641B1BAFAE151C02CC2A8FF076930C0","{""1"":{},""2"":{},""4"":{},""8"":{}}","2025-06-25 02:17:22.642+00","2025-06-25 02:17:22.642+00","2025-06-25 02:17:22.642+00"
63,"868018070237402",68,"2025-06-25 01:48:03+00","-16.4102733","-71.5309183",23,0,0,0,"2351.1","55.3",18,0,"0.8",7,"0101000020E610000044D6BF90FAE151C008ECC5AB076930C0","{""1"":{},""2"":{},""4"":{},""8"":{}}","2025-06-25 02:17:22.646+00","2025-06-25 02:17:22.646+00","2025-06-25 02:17:22.646+00"
64,"868018070237402",68,"2025-06-25 01:49:03+00","-16.4102783","-71.5309133",24,0,0,0,"2345.1","276.1",18,0,"0.7",7,"0101000020E6100000BB20C77BFAE151C02CC2A8FF076930C0","{""1"":{},""2"":{},""4"":{},""8"":{}}","2025-06-25 02:17:22.65+00","2025-06-25 02:17:22.65+00","2025-06-25 02:17:22.65+00"
65,"868018070237402",68,"2025-06-25 01:50:03+00","-16.4102850","-71.5308850",25,0,0,0,"2347.2","192.4",20,0,"0.6",7,"0101000020E6100000F73B1405FAE151C0130A1170086930C0","{""1"":{},""2"":{},""4"":{},""8"":{}}","2025-06-25 02:17:22.655+00","2025-06-25 02:17:22.655+00","2025-06-25 02:17:22.655+00"
66,"868018070237402",68,"2025-06-25 01:51:03+00","-16.4102750","-71.5308933",26,0,0,0,"2347.3","58.8",19,0,"0.7",7,"0101000020E6100000984AE427FAE151C0CC5D4BC8076930C0","{""1"":{},""2"":{},""4"":{},""8"":{}}","2025-06-25 02:17:22.659+00","2025-06-25 02:17:22.659+00","2025-06-25 02:17:22.659+00"
67,"868018070237402",68,"2025-06-25 01:52:03+00","-16.4102600","-71.5309116",27,0,0,0,"2348.7","120.1",18,0,"0.7",7,"0101000020E61000004AC4A574FAE151C062DBA2CC066930C0","{""1"":{},""2"":{},""4"":{},""8"":{}}","2025-06-25 02:17:22.662+00","2025-06-25 02:17:22.663+00","2025-06-25 02:17:22.663+00"
68,"868018070237402",68,"2025-06-25 01:53:03+00","-16.4102616","-71.5309050",28,0,0,0,"2350.3","215.1",18,0,"0.7",7,"0101000020E61000001B12F758FAE151C0FCCD7AE7066930C0","{""1"":{},""2"":{},""4"":{},""8"":{}}","2025-06-25 02:17:22.666+00","2025-06-25 02:17:22.666+00","2025-06-25 02:17:22.666+00"
69,"868018070237402",68,"2025-06-25 01:54:03+00","-16.4102533","-71.5308833",29,0,0,0,"2345.7","234.0",20,0,"0.6",7,"0101000020E610000086DFF2FDF9E151C07A933A5C066930C0","{""1"":{},""2"":{},""4"":{},""8"":{}}","2025-06-25 02:17:22.67+00","2025-06-25 02:17:22.67+00","2025-06-25 02:17:22.67+00"
70,"868018070237402",68,"2025-06-25 01:25:37+00","-16.4102316","-71.5308900",0,0,0,0,"2362.2","45.2",14,0,"0.7",7,"0101000020E610000080F10C1AFAE151C027C929F0046930C0","{""1"":{},""2"":{},""4"":{},""8"":{}}","2025-06-25 02:19:20.398+00","2025-06-25 02:19:20.398+00","2025-06-25 02:19:20.398+00"
71,"868018070237402",68,"2025-06-25 01:26:37+00","-16.4102250","-71.5309000",1,0,0,0,"2349.5","331.6",12,0,"0.9",7,"0101000020E6100000925CFE43FAE151C069006F81046930C0","{""1"":{},""2"":{},""4"":{},""8"":{}}","2025-06-25 02:19:20.432+00","2025-06-25 02:19:20.432+00","2025-06-25 02:19:20.432+00"
72,"868018070237402",68,"2025-06-25 01:27:37+00","-16.4102450","-71.5308916",2,0,0,0,"2351.2","186.7",11,0,"0.9",7,"0101000020E610000027EEC220FAE151C0F758FAD0056930C0","{""1"":{},""2"":{},""4"":{},""8"":{}}","2025-06-25 02:19:20.435+00","2025-06-25 02:19:20.435+00","2025-06-25 02:19:20.435+00"
73,"868018070237402",68,"2025-06-25 01:28:37+00","-16.4102566","-71.5309066",3,0,0,0,"2354.0","86.7",9,0,"1.1",7,"0101000020E6100000C10EAD5FFAE151C0D9F79793066930C0","{""1"":{},""2"":{},""4"":{},""8"":{}}","2025-06-25 02:19:20.439+00","2025-06-25 02:19:20.439+00","2025-06-25 02:19:20.439+00"
74,"868018070237402",68,"2025-06-25 01:29:37+00","-16.4102683","-71.5309066",4,0,0,0,"2348.0","34.1",12,0,"1.0",7,"0101000020E6100000C10EAD5FFAE151C0E415E357076930C0","{""1"":{},""2"":{},""4"":{},""8"":{}}","2025-06-25 02:19:20.442+00","2025-06-25 02:19:20.442+00","2025-06-25 02:19:20.442+00"
75,"868018070237402",68,"2025-06-25 01:30:03+00","-16.4102600","-71.5308900",5,0,0,0,"2348.4","287.8",11,6,"1.0",9,"0101000020E610000080F10C1AFAE151C062DBA2CC066930C0","{""1"":{},""2"":{},""4"":{},""8"":{}}","2025-06-25 02:19:20.446+00","2025-06-25 02:19:20.447+00","2025-06-25 02:19:20.447+00"
76,"868018070237402",68,"2025-06-25 01:31:03+00","-16.4102100","-71.5309233",6,0,0,0,"2370.1","322.5",20,0,"0.8",7,"0101000020E6100000CD8BB8A5FAE151C0FE7DC685036930C0","{""1"":{},""2"":{},""4"":{},""8"":{}}","2025-06-25 02:19:20.45+00","2025-06-25 02:19:20.45+00","2025-06-25 02:19:20.45+00"
